M,N,time_us,Tflops,utilization_ratio
3311,5445,82.360001,0.21889745970255634,36.8162875
6034,7102,165.800003,0.2584648204137849,39.429894999999995
8717,7126,235.240005,0.26405943155799544,39.20680500000001
8401,8864,219.139999,0.3398122859350748,50.63835999999999
5989,5929,146.619995,0.24218239128981012,37.88062500000001
1702,3931,49.439999,0.13532690403169303,64.40365249999999
