M,N,K,time_us,Tflops,utilization_ratio
827,7508,1900,1035.180054,11.396394621799773,9.235469999999998
2024,6819,3203,3304.399902,13.37813384549604,10.756965000000001
9958,5917,7991,35216.480469,13.3699219330128,10.645390000000003
4233,9123,8646,27136.361328,12.304091756380227,9.845185
2851,8137,3949,7138.300293,12.833758220123677,10.284875000000001
6847,1271,5468,4715.139648,10.092060016967709,8.0753
1744,3548,1519,791.039978,11.881996851491618,9.49344
5761,3756,672,1260.699951,11.534027855292587,9.294119999999994
1469,6906,616,617.599976,10.118632232589336,8.232719999999997
4750,1042,3524,1414.699951,12.329143001433524,10.12805
1638,1821,7922,1843.959961,12.81466314658228,10.345099999999999
4189,8403,8183,22585.658203,12.753357195618054,10.152664999999999
4809,9457,2947,10293.100586,13.020932428591346,10.43008
8152,5471,5055,16208.320312,13.909580587020175,11.04826
539,9332,3633,1688.199951,10.824429341545454,8.922094999999997
4633,7114,9719,25399.380859,12.611728500637621,10.06217
2888,5314,1764,2173.26001,12.456775316083785,10.039069999999999
4418,4088,5134,6946.160156,13.348967339301296,10.663079999999999
6024,1725,8031,6219.100098,13.418876056816927,10.755745000000001
914,8142,8936,5702.799805,11.660906895187775,9.541025
1345,7000,9801,7496.359863,12.309496433789334,9.941685000000001
8306,3455,3624,7753.200195,13.413656155437373,10.676200000000001
5048,8720,8390,28788.841797,12.82843266166009,10.23584
8414,5833,2898,10721.160156,13.266338717680842,10.609345000000001
3069,4852,3668,4030.719971,13.550782683235921,10.82108
3325,8576,2750,5859.900391,13.381933952399159,10.61849
8724,5320,1304,4787.900391,12.640369635459276,10.169889999999999
2747,4253,2274,2159.459961,12.302669192207356,9.907419999999997
2120,7508,2733,3268.47998,13.309260557257565,10.662070000000003
4744,3579,795,1122.880005,12.020987870382463,9.707779999999998
7737,1798,2782,3044.819824,12.710358828772522,10.263890000000002
8519,4020,3136,6880.359863,15.60916141284106,12.452905
6214,4506,2091,4626.179688,12.655927307767815,10.132079999999998
3475,2869,9987,7826.580078,12.721794440573024,10.248154999999999
5936,1442,9844,6123.719727,13.759905528739754,11.129070000000004
4475,2779,9639,9754.580078,12.288673014777007,9.790225
3368,6019,7814,11948.299805,13.257563676274023,10.637060000000002
4780,933,4975,1791.300049,12.386091605583381,10.090530000000001
8047,7122,4592,18936.259766,13.897722875587213,11.047105000000004
2778,6035,9719,12445.219727,13.092679273190946,10.466374999999998
1821,9218,8217,11500.959961,11.992945084038624,9.633780000000002
9918,5136,6756,27673.5,12.43582694953656,9.913629999999998
7095,896,3059,1723.699951,11.281795343045756,9.000745000000004
9612,5262,1126,4651.02002,12.24488716434293,9.86015
2101,1074,4953,932.52002,11.985067861599367,9.822725
5157,4148,8974,14441.479492,13.292609802918106,10.640219999999998
5572,1977,1397,1243.859985,12.372079055184011,9.998835000000003
2124,3563,3908,2331.879883,12.682904257465992,10.171429999999999
5580,4328,6257,11129.560547,13.577180432405443,10.827345
9216,7001,6234,24864.541016,16.176661386396532,12.856600000000002
2150,6480,1454,1649.560059,12.280321586035686,9.82564
2624,4117,2435,1737.300049,15.14149757558661,12.21116
8119,2195,6500,8698.899414,13.316377967719767,10.725670000000001
4325,7430,4285,10361.339844,13.289536471457136,10.603649999999998
4501,1645,7869,4538.5,12.837549191362784,10.262639999999998
9740,9044,6062,40500.558594,13.184826808761816,10.491885
4719,5031,3974,7121.200195,13.248873771621302,10.58983
3740,6741,2325,4553.359863,12.873211708195708,10.339245000000002
3771,8350,1340,3456.659912,12.20649993756169,9.754409999999998
5554,8202,525,2354.5,10.157486387768104,8.257924999999998
1865,4406,3039,2027.339966,12.31763829885451,9.892945000000005
8682,8072,8275,44606.539062,13.000809921476975,10.360525
8597,524,5269,2117.780029,11.207933971880891,9.27978
3409,2675,1745,1420.599976,11.201454416327541,9.071564999999996
3358,9334,757,2141.580078,11.079242026830249,8.957035
4452,4993,5651,9440.419922,13.306097956857391,10.673159999999998
865,7864,3528,2005.140015,11.968603638883543,9.733079999999998
1266,1188,517,100.800003,7.714009056130682,6.5750300000000035
5971,9562,556,3037.159912,10.452085247989405,8.40741
6076,5033,5605,12652.540039,13.546983199552633,10.819580000000002
3322,1446,8375,3073.23999,13.090500784483153,10.554064999999998
4690,9348,4456,14709.759766,13.281011371209093,10.618315000000003
4976,7128,636,1730.119995,13.038539681173964,10.416420000000004
6188,7343,9102,31614.740234,13.081906677291471,10.41633
3629,910,8337,2311.860107,11.909036081654225,9.689174999999999
5081,3508,2117,2996.899902,12.590918132039764,10.145140000000001
7403,8488,2316,11273.280273,12.909260685423572,10.307625000000002
9954,3083,8736,18602.759766,14.411407840786497,11.518759999999999
4596,7118,2133,5335.0,13.079599179756325,10.476325000000001
4787,6137,4311,9566.639648,13.238481051753313,10.580700000000006
7196,7780,685,3365.459961,11.395067314544706,9.136585000000002
547,1294,7004,532.960022,9.301930852892378,7.8418899999999985
6337,8549,1185,5374.380371,11.945077566784674,9.648609999999996
2171,6117,4821,4814.659668,13.297495183827808,10.615625000000001
6039,5648,4038,10500.919922,13.11591778235065,10.503454999999999
6274,3071,6832,9789.219727,13.446959961980633,10.70956
7699,6141,6384,21717.980469,13.897825586814234,11.056419999999997
4383,1936,5376,2737.360107,16.664955177561517,13.358544999999996
1743,6712,9721,8849.479492,12.851166516495047,10.259769999999998
8931,3441,8636,19567.140625,13.563445586776938,10.81373
7577,1802,2067,2278.5,12.386354846609612,10.047979999999997
8541,6124,1914,7755.55957,12.908408461363928,10.276970000000004
2626,6223,6602,8216.5,13.130558023002495,10.518104999999997
2641,8877,4407,7999.399902,12.915768828255286,10.344844999999996
4454,4287,9230,13067.060547,13.48737689751213,10.748660000000001
5890,8594,3672,13663.380859,13.603640375549308,10.903515
7340,8490,3672,16822.119141,13.602718734899966,10.857019999999999
9525,8363,3420,20762.099609,13.121452629092817,10.462415
7585,6111,6724,23109.619141,13.486609581853687,10.760315000000002
6998,9153,3483,16796.099609,13.282579789087269,10.597369999999998
2947,7546,9304,16097.300781,12.8532684866156,10.303865000000002
1995,7194,3349,3758.019775,12.789966883556378,10.267705000000001
8424,9947,5669,35789.300781,13.27283573207398,10.560984999999997
4531,6753,4064,8769.0,14.180594589120766,11.329175
3701,592,1235,282.799988,9.56815853896005,7.823584999999998
7097,855,2446,1316.73999,11.271905708582603,9.130614999999997
3451,5436,3840,4320.780273,16.67222068434027,13.259360000000001
4380,8511,3043,8589.799805,13.2060704923495,10.56963
6165,1308,4779,3209.080078,12.008736099853722,9.696885
1630,3986,3242,1729.640015,12.17817428905864,9.782145000000002
8102,9225,5346,30462.560547,13.116596619759521,10.475325
5069,8028,573,2215.320068,10.52562262799851,8.407414999999999
6104,8608,8738,35694.640625,12.862512499829936,10.24491
8415,4594,3067,9020.55957,13.14393516831462,10.467400000000001
7007,1890,7040,5790.47998,16.100969094448022,12.874645
8518,9400,5282,31936.179688,13.242833630439335,10.562069999999999
3379,4557,4065,4766.97998,13.130596091783879,10.538780000000001
3970,3627,6344,6842.780273,13.349611958232755,10.730300000000002
