M,N,K,time_us,Tflops,utilization_ratio
2025,7063,6700,7321.900391,13.087756918653225,10.45909
2001,7167,8852,9786.160156,12.972198314797332,10.396820000000002
827,7508,1900,1029.699951,11.457046675143523,9.289289999999998
2024,6819,3203,3331.699951,13.268513016825384,10.669820000000001
9958,5917,7991,35275.761719,13.34745365320909,10.627580000000004
4233,9123,8646,27289.820312,12.234902095239564,9.789975
2851,8137,3949,7121.839844,12.86342041799501,10.309404999999998
6847,1271,5468,4604.040039,10.33559046248772,8.270000000000003
1744,3548,1519,771.47998,12.1832513761407,9.739705
5761,3756,672,1282.699951,11.33620402859125,9.134594999999997
1469,6906,616,617.619995,10.118304256001297,8.232719999999997
4750,1042,3524,1410.819946,12.36305033073299,10.156775
1638,1821,7922,1843.060059,12.8209201000324,10.345099999999999
4189,8403,8183,22330.679688,12.898978919830538,10.268619999999999
4809,9457,2947,10315.640625,12.992481231479504,10.407890000000002
8152,5471,5055,16234.620117,13.887047306017354,11.030545
539,9332,3633,1683.959961,10.851683832879443,8.948605
4633,7114,9719,25053.0,12.78609729285914,10.20117
2888,5314,1764,2201.97998,12.29430416892346,9.911355000000002
4418,4088,5134,6901.340332,13.435660407306514,10.7326
6024,1725,8031,6200.819824,13.458435459936693,10.788655
914,8142,8936,5843.060059,11.38099162023349,9.310775
1345,7000,9801,7446.860352,12.391318037166812,10.008470000000006
8306,3455,3624,7774.259766,13.377320111533818,10.647374999999998
5048,8720,8390,28522.041016,12.94843234370307,10.331315
8414,5833,2898,10741.240234,13.241538125717334,10.589584999999998
3069,4852,3668,4063.0,13.44312340241201,10.733140000000004
3325,8576,2750,5886.399902,13.321690898601133,10.569740000000005
8724,5320,1304,4803.52002,12.599266885120633,10.136019999999998
2747,4253,2274,2166.820068,12.260880322435705,9.8754
2120,7508,2733,3328.380127,13.06973663468217,10.469865000000004
4744,3579,795,1147.76001,11.760408798351495,9.49618
7737,1798,2782,3037.379883,12.741492346283508,10.287579999999998
8519,4020,3136,6873.379883,15.625012658710341,12.465584999999999
6214,4506,2091,4625.759766,12.65707620061478,10.134279999999999
3475,2869,9987,7884.099609,12.628980842826893,10.172699999999999
5936,1442,9844,6219.439941,13.548133871753711,10.957294999999997
4475,2779,9639,9661.139648,12.407526372917614,9.884474999999998
3368,6019,7814,11939.640625,13.267178675070046,10.645095
4780,933,4975,1803.97998,12.299031444905502,10.023385
8047,7122,4592,18877.560547,13.940937435892518,11.081650000000002
2778,6035,9719,12568.359375,12.964402553137528,10.363930000000002
1821,9218,8217,11423.759766,12.073991755018845,9.698700000000002
9918,5136,6756,27775.039062,12.390364467887782,9.877155
7095,896,3059,1705.359985,11.4031232414545,9.095749999999997
9612,5262,1126,4677.779785,12.174838911105345,9.805345
2101,1074,4953,943.700012,11.843081042580298,9.708149999999998
5157,4148,8974,14391.0,13.339236457786116,10.677209999999997
5572,1977,1397,1278.719971,12.034796059347695,9.724965000000003
2124,3563,3908,2335.860107,12.661293031791994,10.153979999999999
5580,4328,6257,11100.120117,13.61319067606987,10.855644999999999
9216,7001,6234,25193.941406,15.965158212529976,12.688659999999995
2150,6480,1454,1670.579956,12.12580572827129,9.702059999999998
2624,4117,2435,1727.420044,15.228099599381515,12.281904999999997
8119,2195,6500,8739.44043,13.254605192154159,10.675345000000004
4325,7430,4285,10348.740234,13.305716506208709,10.617010000000004
4501,1645,7869,4543.439941,12.823591323224669,10.251334999999997
9740,9044,6062,40581.878906,13.158406291559102,10.470934999999999
4719,5031,3974,7113.479492,13.263253600731685,10.601770000000004
3740,6741,2325,4528.099609,12.94502563139176,10.396355000000002
3771,8350,1340,3474.220215,12.144802686320217,9.703909999999997
5554,8202,525,2368.399902,10.097873116699699,8.209105000000003
1865,4406,3039,2028.459961,12.310837231260487,9.888054999999994
8682,8072,8275,45402.902344,12.77277675348075,10.178885
8597,524,5269,2104.300049,11.279731112148065,9.337084999999998
3409,2675,1745,1434.040039,11.09647251278735,8.98298
3358,9334,757,2119.659912,11.193816455967395,9.050095
4452,4993,5651,9424.179688,13.329027713250026,10.691220000000005
865,7864,3528,1985.76001,12.085411106652309,9.831130000000002
1266,1188,517,103.239998,7.531694605418338,6.38351
5971,9562,556,3070.600098,10.338257441168102,8.317035000000002
6076,5033,5605,12643.040039,13.557162423853018,10.827275000000006
3322,1446,8375,3074.560059,13.084880349705992,10.550630000000002
4690,9348,4456,14603.200195,13.377922928625576,10.695415
4976,7128,636,1726.0,13.069662924681344,10.440574999999999
6188,7343,9102,31840.439453,12.9891762950851,10.34238
3629,910,8337,2317.459961,11.880259375924553,9.664109999999997
5081,3508,2117,2995.500244,12.596801282717571,10.148494999999999
7403,8488,2316,11225.980469,12.963652860957067,10.351695000000001
9954,3083,8736,18860.839844,14.214211040940748,11.361219999999998
4596,7118,2133,5331.439941,13.088333057525107,10.484154999999998
4787,6137,4311,9600.099609,13.192339961792575,10.5432
7196,7780,685,3376.120117,11.359087198022227,9.106804999999998
547,1294,7004,532.059998,9.317665847151321,7.8418899999999985
6337,8549,1185,5400.899902,11.88642477547624,9.602139999999997
2171,6117,4821,4887.560059,13.099156424504203,10.457070000000002
6039,5648,4038,10545.620117,13.060322750861706,10.45866
6274,3071,6832,9729.160156,13.5299700711392,10.775599999999999
7699,6141,6384,21609.300781,13.967721941349748,11.111700000000003
4383,1936,5376,2728.639893,16.718213203958314,13.402669999999997
1743,6712,9721,9009.660156,12.622688599443329,10.077575000000001
8931,3441,8636,19614.580078,13.530641293395524,10.787794999999997
7577,1802,2067,2291.340088,12.316944859387455,9.990965000000005
8541,6124,1914,7801.820312,12.831868304120972,10.216385
2626,6223,6602,8165.560547,13.212470763643704,10.583850000000005
2641,8877,4407,8015.97998,12.88905413396504,10.324200000000003
4454,4287,9230,13116.720703,13.436313430055048,10.70851
5890,8594,3672,13782.379883,13.486184613824578,10.809344999999997
7340,8490,3672,16886.439453,13.5509060886928,10.81588
9525,8363,3420,20660.519531,13.185965923617507,10.514080000000003
7585,6111,6724,23195.578125,13.43663043276702,10.720384999999997
6998,9153,3483,16801.740234,13.278120605063508,10.594240000000003
2947,7546,9304,16078.140625,12.868585595419246,10.316049999999999
1995,7194,3349,3786.899902,12.692426447452478,10.191769999999996
8424,9947,5669,36262.421875,13.099663113221116,10.42325
4531,6753,4064,8870.140625,14.018902203368393,11.200174999999998
3701,592,1235,284.940002,9.496297820619795,7.768510000000001
7097,855,2446,1307.420044,11.352257507534434,9.193480000000003
3451,5436,3840,4358.439941,16.528162189949057,13.143770000000005
4380,8511,3043,8665.0,13.091460096941718,10.476925
6165,1308,4779,3179.719971,12.119619378897815,9.78837
1630,3986,3242,1706.800049,12.341139533210782,9.914029999999999
8102,9225,5346,30761.861328,12.98897730665955,10.373524999999999
5069,8028,573,2235.919922,10.428648542628798,8.332144999999999
6104,8608,8738,36768.121094,12.486979142671553,9.945665
8415,4594,3067,8887.540039,13.34066003075252,10.62408
7007,1890,7040,5766.459961,16.168037206631706,12.928234999999999
8518,9400,5282,32113.080078,13.169883218076532,10.503869999999997
3379,4557,4065,4767.5,13.12916385841636,10.536600000000004
3970,3627,6344,6829.200195,13.37615807878656,10.750710000000002
