M,N,time_us,Tflops,utilization_ratio
5497,9063,198.479996,0.2510041918783594,29.040385000000008
4569,5140,100.139999,0.23451827675772194,27.983057499999997
8321,2812,99.699997,0.23469059883722965,28.84607
6487,2539,80.660004,0.20419653091016457,27.535885000000004
2282,5251,52.119999,0.2299075638892472,30.378535000000014
